Agency Case Number,Report Date,Time of Crime,Occur Begin Day,Occur Begin Date,Occur Begin Time,Occur End Day,Occur End Date,Occur End Time,Crime Class,Incident Type,UCR,Long ID,Crime Attempt,Class Description,Last 30 Days,Neighborhood Association,Neighborhood,X,Y,ZIPCODE
APD*22069250,05/22/2022 12:00:00 AM,23,SAT,05/21/2022 12:00:00 AM,23:00,SUN,05/22/2022 12:00:00 AM,10:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22028094,02/28/2022 12:00:00 AM,9,SAT,02/26/2022 12:00:00 AM,9:50,SAT,02/26/2022 12:00:00 AM,10:00,PL,HARASSMENT 2ND,33,24026030V2,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22021585,02/14/2022 12:00:00 AM,21,MON,02/14/2022 12:00:00 AM,21:08,MON,02/14/2022 12:00:00 AM,21:08,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Eagle Hill,POINT,-73.82022917,42.67040891,12203
APD*22035892,03/17/2022 12:00:00 AM,3,THU,03/17/2022 12:00:00 AM,3:06,THU,03/17/2022 12:00:00 AM,3:06,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22108823,08/02/2022 12:00:00 AM,9,SAT,07/02/2022 12:00:00 AM,9:00,SAT,07/02/2022 12:00:00 AM,17:00,PL,IDENTITY THEFT 3-ASSUME ANOTHER'S IDENTITY TO OBTAIN GOODS,20,1907801AM3,No,,FALSE,Melrose,POINT,-73.79907962,42.67270063,12203
APD*22042966,03/31/2022 12:00:00 AM,12,TUE,03/29/2022 12:00:00 AM,12:00,THU,03/31/2022 12:00:00 AM,15:30,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22108615,08/02/2022 12:00:00 AM,11,MON,08/01/2022 12:00:00 AM,11:30,MON,08/01/2022 12:00:00 AM,11:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22021581,02/14/2022 12:00:00 AM,20,MON,02/14/2022 12:00:00 AM,20:30,MON,02/14/2022 12:00:00 AM,21:30,PL,CRIM CONTEMPT-1ST WEAPON,4,21551B1EF1,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22021289,02/14/2022 12:00:00 AM,19,FRI,02/11/2022 12:00:00 AM,19:30,MON,02/14/2022 12:00:00 AM,9:30,PL,AUTO STRIPPING-3RD,6,1650901AM3,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,Campus Area,POINT,-73.81902016,42.68480321,12203
APD*21165358,12/06/2021 12:00:00 AM,0,MON,12/06/2021 12:00:00 AM,0:00,MON,12/06/2021 12:00:00 AM,14:00,PL,ROB  FORC THEFT W/INJ-INCNT IND,3,1601501BF1,Yes,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22049499,04/13/2022 12:00:00 AM,16,WED,04/13/2022 12:00:00 AM,16:25,WED,04/13/2022 12:00:00 AM,16:35,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,7,1553001EF4,No,MOTOR VEHICLE THEFT,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22027977,02/28/2022 12:00:00 AM,15,MON,06/21/2021 12:00:00 AM,15:00,MON,06/21/2021 12:00:00 AM,15:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Melrose,POINT,-73.79907962,42.67270063,12203
APD*21165366,12/06/2021 12:00:00 AM,12,MON,12/06/2021 12:00:00 AM,12:55,MON,12/06/2021 12:00:00 AM,12:55,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*21165291,12/06/2021 12:00:00 AM,10,MON,12/06/2021 12:00:00 AM,10:21,MON,12/06/2021 12:00:00 AM,10:21,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*21165271,12/06/2021 12:00:00 AM,0,THU,12/02/2021 12:00:00 AM,0:00,SAT,12/04/2021 12:00:00 AM,11:59,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,ALL OTHER LARCENIES,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22049285,04/13/2022 12:00:00 AM,10,WED,04/13/2022 12:00:00 AM,10:30,WED,04/13/2022 12:00:00 AM,10:30,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22021062,02/13/2022 12:00:00 AM,20,SUN,02/13/2022 12:00:00 AM,20:30,SUN,02/13/2022 12:00:00 AM,20:40,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22001590,01/04/2022 12:00:00 AM,11,FRI,12/31/2021 12:00:00 AM,11:00,FRI,12/31/2021 12:00:00 AM,16:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*21165264,12/06/2021 12:00:00 AM,18,SUN,12/05/2021 12:00:00 AM,18:30,MON,12/06/2021 12:00:00 AM,8:45,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22020726,02/13/2022 12:00:00 AM,1,SUN,02/13/2022 12:00:00 AM,1:16,SUN,02/13/2022 12:00:00 AM,1:16,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*21165343,12/06/2021 12:00:00 AM,10,SUN,11/28/2021 12:00:00 AM,10:00,WED,12/01/2021 12:00:00 AM,17:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22001905,01/04/2022 12:00:00 AM,18,TUE,01/04/2022 12:00:00 AM,18:41,TUE,01/04/2022 12:00:00 AM,22:35,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22020839,02/13/2022 12:00:00 AM,4,SUN,02/13/2022 12:00:00 AM,4:00,SUN,02/13/2022 12:00:00 AM,4:05,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Washington Park,POINT,-73.77088465,42.65723655,12202
APD*22021247,02/14/2022 12:00:00 AM,23,SUN,02/13/2022 12:00:00 AM,23:00,MON,02/14/2022 12:00:00 AM,8:00,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22028262,02/28/2022 12:00:00 AM,6,MON,02/28/2022 12:00:00 AM,6:00,MON,02/28/2022 12:00:00 AM,23:13,PL,PETIT LARCENY,6,1552500AM0,No,NOT APPLICABLE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22021492,02/14/2022 12:00:00 AM,11,SUN,02/13/2022 12:00:00 AM,11:57,SUN,02/13/2022 12:00:00 AM,12:01,PL,CRIMINAL TAMPERING -3RD,19,1451400BM3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22076407,06/04/2022 12:00:00 AM,20,SUN,04/17/2022 12:00:00 AM,20:25,SUN,04/17/2022 12:00:00 AM,20:25,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22021432,02/14/2022 12:00:00 AM,14,MON,02/14/2022 12:00:00 AM,14:30,MON,02/14/2022 12:00:00 AM,14:30,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22027785,02/28/2022 12:00:00 AM,3,MON,02/28/2022 12:00:00 AM,3:25,MON,02/28/2022 12:00:00 AM,3:27,PL,CRIMINAL TRESPASS 2ND,33,1401501AM2,No,PART 2 OFFENSE,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22069303,05/22/2022 12:00:00 AM,0,FRI,05/20/2022 12:00:00 AM,0:00,SUN,05/22/2022 12:00:00 AM,15:00,PL,GR LAR 4 GET PROPTY BY EXTORTN,14,1553006EF4,Yes,ALL OTHER LARCENIES,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22021140,02/14/2022 12:00:00 AM,0,MON,02/14/2022 12:00:00 AM,0:50,MON,02/14/2022 12:00:00 AM,1:00,PL,CRIM MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY> $250/HATE CRIME,19,145052HDF3,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22028009,02/28/2022 12:00:00 AM,13,MON,02/28/2022 12:00:00 AM,13:00,MON,02/28/2022 12:00:00 AM,13:11,PL,CRIM MIS RCKLS PROP DAM LESS THAN $250,19,1450002AM4,No,,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22028203,02/28/2022 12:00:00 AM,20,MON,02/28/2022 12:00:00 AM,20:00,MON,02/28/2022 12:00:00 AM,20:27,PL,HARASSMENT 2ND,33,24026030V2,No,PERSON,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22042692,03/31/2022 12:00:00 AM,2,THU,03/31/2022 12:00:00 AM,2:51,THU,03/31/2022 12:00:00 AM,2:51,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22049394,04/13/2022 12:00:00 AM,6,WED,04/13/2022 12:00:00 AM,6:14,WED,04/13/2022 12:00:00 AM,6:16,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22028248,02/28/2022 12:00:00 AM,22,MON,02/28/2022 12:00:00 AM,22:15,MON,02/28/2022 12:00:00 AM,22:22,PL,BURG 1ST/DISPLAY LOADED FIRARM,5,1403004BF1,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22108893,08/02/2022 12:00:00 AM,15,MON,07/25/2022 12:00:00 AM,15:00,TUE,08/02/2022 12:00:00 AM,18:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22069272,05/22/2022 12:00:00 AM,1,SUN,05/22/2022 12:00:00 AM,1:00,SUN,05/22/2022 12:00:00 AM,13:59,PL,PETIT LARCENY,6,1552500AM0,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22042969,03/31/2022 12:00:00 AM,13,THU,03/31/2022 12:00:00 AM,13:06,THU,03/31/2022 12:00:00 AM,13:06,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22049300,04/13/2022 12:00:00 AM,10,WED,04/13/2022 12:00:00 AM,10:30,WED,04/13/2022 12:00:00 AM,11:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*22028236,02/28/2022 12:00:00 AM,21,MON,02/28/2022 12:00:00 AM,21:37,MON,02/28/2022 12:00:00 AM,21:39,PL,ROB  FORCBLE THEFT W/USE-INSTRM,3,1601503BF1,No,THEFT FROM BUILDING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22049373,04/13/2022 12:00:00 AM,10,SAT,04/09/2022 12:00:00 AM,10:57,SAT,04/09/2022 12:00:00 AM,10:57,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MAILBOX,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22108458,08/02/2022 12:00:00 AM,0,TUE,08/02/2022 12:00:00 AM,0:40,TUE,08/02/2022 12:00:00 AM,0:45,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22001795,01/04/2022 12:00:00 AM,16,TUE,01/04/2022 12:00:00 AM,16:15,TUE,01/04/2022 12:00:00 AM,17:12,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22108682,08/02/2022 12:00:00 AM,12,TUE,08/02/2022 12:00:00 AM,12:20,TUE,08/02/2022 12:00:00 AM,12:20,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22061715,05/08/2022 12:00:00 AM,18,SUN,05/08/2022 12:00:00 AM,18:00,SUN,05/08/2022 12:00:00 AM,18:10,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22108995,08/02/2022 12:00:00 AM,22,TUE,08/02/2022 12:00:00 AM,22:25,TUE,08/02/2022 12:00:00 AM,20:35,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22042778,03/31/2022 12:00:00 AM,20,WED,03/30/2022 12:00:00 AM,20:15,THU,03/31/2022 12:00:00 AM,7:02,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,Eagle Hill,POINT,-73.82022917,42.67040891,12203
APD*22042943,03/31/2022 12:00:00 AM,15,THU,03/31/2022 12:00:00 AM,15:00,THU,03/31/2022 12:00:00 AM,15:02,PL,CRIMINAL TRESPASS 2ND,33,1401501AM2,No,PART 2 OFFENSE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22108719,08/02/2022 12:00:00 AM,13,TUE,08/02/2022 12:00:00 AM,13:00,TUE,08/02/2022 12:00:00 AM,13:18,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22001842,01/04/2022 12:00:00 AM,12,MON,01/03/2022 12:00:00 AM,12:00,MON,01/03/2022 12:00:00 AM,12:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM BUILDING,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22049578,04/13/2022 12:00:00 AM,18,WED,04/13/2022 12:00:00 AM,18:39,WED,04/13/2022 12:00:00 AM,18:39,PL,BURGLARY-2ND,5,1402500CF2,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22014022,01/30/2022 12:00:00 AM,16,SUN,01/30/2022 12:00:00 AM,16:13,SUN,01/30/2022 12:00:00 AM,16:13,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22069486,05/22/2022 12:00:00 AM,21,SUN,05/22/2022 12:00:00 AM,21:30,SUN,05/22/2022 12:00:00 AM,21:51,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22042674,03/31/2022 12:00:00 AM,1,THU,03/31/2022 12:00:00 AM,1:20,THU,03/31/2022 12:00:00 AM,1:29,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,NOT APPLICABLE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22043119,03/31/2022 12:00:00 AM,20,THU,03/31/2022 12:00:00 AM,20:24,THU,03/31/2022 12:00:00 AM,20:25,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22014067,01/30/2022 12:00:00 AM,17,SUN,01/30/2022 12:00:00 AM,17:35,SUN,01/30/2022 12:00:00 AM,17:45,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Campus Area,POINT,-73.81902016,42.68480321,12203
APD*22027753,02/28/2022 12:00:00 AM,0,MON,02/28/2022 12:00:00 AM,0:20,MON,02/28/2022 12:00:00 AM,0:45,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22069216,05/22/2022 12:00:00 AM,21,SAT,05/21/2022 12:00:00 AM,21:00,SUN,05/22/2022 12:00:00 AM,5:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22013972,01/30/2022 12:00:00 AM,13,SUN,01/30/2022 12:00:00 AM,13:00,SUN,01/30/2022 12:00:00 AM,14:30,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Eagle Hill,POINT,-73.82022917,42.67040891,12203
APD*22043047,03/31/2022 12:00:00 AM,16,THU,03/31/2022 12:00:00 AM,16:20,THU,03/31/2022 12:00:00 AM,16:30,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM BUILDING,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22042889,03/31/2022 12:00:00 AM,13,THU,03/31/2022 12:00:00 AM,13:03,THU,03/31/2022 12:00:00 AM,13:04,PL,CRIMINAL POSSESSION WEAPON-2ND:LOADED FIREARM-SCHOOL GROUNDS,11,26503BSCF2,No,,FALSE,Historic Pastures Homeowners Association,POINT,-73.75410644,42.64391573,12202
APD*22042874,03/31/2022 12:00:00 AM,12,THU,03/31/2022 12:00:00 AM,12:35,THU,03/31/2022 12:00:00 AM,12:35,PL,CPW-2ND: LOADED FIREARM,11,2650303CF2,No,PERSON,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22042648,03/31/2022 12:00:00 AM,22,WED,03/30/2022 12:00:00 AM,22:00,WED,03/30/2022 12:00:00 AM,22:00,PL,UNLAWFUL IMPRISONMENT 2ND,9,1350500AM2,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22108844,08/02/2022 12:00:00 AM,17,TUE,08/02/2022 12:00:00 AM,17:09,TUE,08/02/2022 12:00:00 AM,17:13,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22021536,02/14/2022 12:00:00 AM,18,MON,02/14/2022 12:00:00 AM,18:00,MON,02/14/2022 12:00:00 AM,18:09,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22043000,03/31/2022 12:00:00 AM,12,THU,03/31/2022 12:00:00 AM,12:00,THU,03/31/2022 12:00:00 AM,1:00,PL,HARASSMENT 2ND-PHY CONTACT,33,24026000V2,No,PERSON,FALSE,Ten Broeck Triangle Preservation League,POINT,-73.75119995,42.65693726,12210
APD*22021164,02/14/2022 12:00:00 AM,2,MON,02/14/2022 12:00:00 AM,2:15,MON,02/14/2022 12:00:00 AM,2:23,PL,CRIMINAL TRESPASS 2ND,33,1401501AM2,No,PART 2 OFFENSE,FALSE,Historic Pastures Homeowners Association,POINT,-73.75410644,42.64391573,12202
APD*22028019,02/28/2022 12:00:00 AM,13,MON,02/28/2022 12:00:00 AM,13:24,MON,02/28/2022 12:00:00 AM,13:24,PL,GR LAR-4-PUBLIC RECORD ANY VAL,6,1553002EF4,No,THEFT FROM BUILDING,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22049269,04/13/2022 12:00:00 AM,9,THU,03/31/2022 12:00:00 AM,9:00,MON,04/04/2022 12:00:00 AM,9:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,THEFT FROM BUILDING,FALSE,Washington Park,POINT,-73.77088465,42.65723655,12202
APD*22001662,01/04/2022 12:00:00 AM,18,SAT,12/11/2021 12:00:00 AM,18:57,WED,12/15/2021 12:00:00 AM,17:00,PL,USE VEH BY TEMP CUSTD-NO CNSNT,27,1650503AM3,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22069294,05/22/2022 12:00:00 AM,14,SUN,05/22/2022 12:00:00 AM,14:40,SUN,05/22/2022 12:00:00 AM,14:40,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22108906,08/02/2022 12:00:00 AM,14,TUE,08/02/2022 12:00:00 AM,14:20,TUE,08/02/2022 12:00:00 AM,14:20,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22008078,01/18/2022 12:00:00 AM,7,TUE,01/18/2022 12:00:00 AM,7:50,TUE,01/18/2022 12:00:00 AM,9:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22042726,03/31/2022 12:00:00 AM,3,THU,03/31/2022 12:00:00 AM,3:30,THU,03/31/2022 12:00:00 AM,6:25,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22001661,01/04/2022 12:00:00 AM,14,MON,01/03/2022 12:00:00 AM,14:30,MON,01/03/2022 12:00:00 AM,16:30,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22021231,02/14/2022 12:00:00 AM,16,SUN,02/13/2022 12:00:00 AM,16:00,MON,02/14/2022 12:00:00 AM,7:56,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22021403,02/14/2022 12:00:00 AM,14,MON,02/14/2022 12:00:00 AM,14:04,MON,02/14/2022 12:00:00 AM,14:04,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*22001549,01/04/2022 12:00:00 AM,9,TUE,01/04/2022 12:00:00 AM,9:07,TUE,01/04/2022 12:00:00 AM,9:07,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22021535,02/14/2022 12:00:00 AM,9,MON,02/14/2022 12:00:00 AM,9:00,MON,02/14/2022 12:00:00 AM,12:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22042988,03/31/2022 12:00:00 AM,16,THU,03/31/2022 12:00:00 AM,16:23,THU,03/31/2022 12:00:00 AM,16:23,PL,UNAUTH USE VEH W/O OWNR CONST,7,1650501AM3,No,MOTOR VEHICLE THEFT,FALSE,Center Square,POINT,-73.76329474,42.65410976,12210
APD*22043147,03/31/2022 12:00:00 AM,21,THU,03/31/2022 12:00:00 AM,21:35,THU,03/31/2022 12:00:00 AM,21:40,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22076460,06/04/2022 12:00:00 AM,20,FRI,06/03/2022 12:00:00 AM,20:30,SAT,06/04/2022 12:00:00 AM,11:00,PL,CRIMINAL MISCHIEF - 2ND,19,1451000DF2,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22042954,03/31/2022 12:00:00 AM,1,SUN,03/27/2022 12:00:00 AM,1:00,SUN,03/27/2022 12:00:00 AM,2:30,PL,RAPE INTRCRSE FORCIBLE COMPLSN,2,1303501BF1,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22001660,01/04/2022 12:00:00 AM,12,MON,01/03/2022 12:00:00 AM,12:00,MON,01/03/2022 12:00:00 AM,14:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,ALL OTHER LARCENIES,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22001511,01/04/2022 12:00:00 AM,11,MON,01/03/2022 12:00:00 AM,11:00,TUE,01/04/2022 12:00:00 AM,8:00,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22021096,02/13/2022 12:00:00 AM,10,SUN,02/13/2022 12:00:00 AM,10:00,SUN,02/13/2022 12:00:00 AM,21:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Historic Pastures Homeowners Association,POINT,-73.75410644,42.64391573,12202
APD*22020895,02/13/2022 12:00:00 AM,10,SUN,02/13/2022 12:00:00 AM,10:10,SUN,02/13/2022 12:00:00 AM,10:20,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22021018,02/13/2022 12:00:00 AM,17,SUN,02/13/2022 12:00:00 AM,17:40,SUN,02/13/2022 12:00:00 AM,17:40,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22021112,02/13/2022 12:00:00 AM,22,SUN,02/13/2022 12:00:00 AM,22:54,SUN,02/13/2022 12:00:00 AM,22:54,PL,CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION,24,1211100AM0,No,UNKNOWN,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22076265,06/04/2022 12:00:00 AM,0,SAT,06/04/2022 12:00:00 AM,0:00,SAT,06/04/2022 12:00:00 AM,0:00,PL,BURGLARY-2ND,5,1402500CF2,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22043156,03/31/2022 12:00:00 AM,22,THU,03/31/2022 12:00:00 AM,22:21,THU,03/31/2022 12:00:00 AM,22:21,PL,FALSE REPORT EMERG TO OFF AGENCY,33,2405002AM3,No,PART 2 OFFENSE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22069447,05/22/2022 12:00:00 AM,19,SUN,05/22/2022 12:00:00 AM,19:35,SUN,05/22/2022 12:00:00 AM,19:35,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
